SUMLEV,STATE,COUNTY,PLACE,COUSUB,CONCIT,PRIMGEO_FLAG,FUNCSTAT,NAME,STNAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,POPESTIMATE2019,POPESTIMATE2020
157,04,019,62140,00000,00000,1,A,Sahuarita town,Arizona,25259,26001,26268,26865,27231,27790,28298,28666,29198,29807,30592,31483,32327
157,04,019,68850,00000,00000,1,A,South Tucson city,Arizona,5652,5652,5643,5635,5614,5604,5649,5638,5652,5668,5692,5726,5742
157,04,019,77000,00000,00000,1,A,Tucson city,Arizona,520116,526510,527048,530646,531845,532947,534826,535684,537596,541628,545345,548961,553571
157,04,019,99990,00000,00000,1,F,Balance of Pima County,Arizona,353264,346535,346884,348531,350393,351008,353312,354102,357400,360468,363815,367863,371551
050,04,021,00000,00000,00000,0,A,Pinal County,Arizona,375770,375766,379106,378114,382371,385574,395563,405922,417312,431490,446524,461640,480828
157,04,021,02830,00000,00000,1,A,Apache Junction city (pt.),Arizona,35546,35415,35624,35440,35871,36444,37322,38234,39345,40271,41168,42195,43386
157,04,021,10530,00000,00000,1,A,Casa Grande city,Arizona,48571,48571,48962,48918,49474,49796,51389,52718,54242,55651,56938,58578,61183
157,04,021,15500,00000,00000,1,A,Coolidge city,Arizona,11825,11862,11900,11811,11837,11864,12028,12221,12484,12702,12925,13136,13769
157,04,021,22360,00000,00000,1,A,Eloy city,Arizona,16631,16651,16810,16941,17254,16829,16544,17811,17337,19164,19303,18364,17279
157,04,021,23760,00000,00000,1,A,Florence town,Arizona,25536,25424,26156,25767,25914,25026,26231,26006,25835,25827,26833,27362,28049
157,04,021,32020,00000,00000,1,A,Hayden town (pt.),Arizona,0,0,0,0,0,0,0,0,0,0,0,0,0
157,04,021,37200,00000,00000,1,A,Kearny town,Arizona,1950,1950,1956,1934,1941,1943,1983,2017,2062,2098,2133,2166,2206
157,04,021,43990,00000,00000,1,A,Mammoth town,Arizona,1426,1494,1503,1488,1495,1497,1543,1570,1605,1633,1660,1686,1717
157,04,021,44270,00000,00000,1,A,Marana town (pt.),Arizona,0,0,0,0,0,0,0,0,0,0,0,0,0
157,04,021,44410,00000,00000,1,A,Maricopa city,Arizona,43482,43493,43692,43869,44035,44817,45546,46109,46913,48002,50026,52248,54539
157,04,021,58150,00000,00000,1,A,Queen Creek town (pt.),Arizona,449,837,970,1352,1952,3028,3992,4742,5695,7002,8202,9702,11340
157,04,021,71300,00000,00000,1,A,Superior town,Arizona,2837,2870,2879,2846,2859,2861,2897,2948,3014,3066,3118,3166,3232
157,04,021,83790,00000,00000,1,A,Winkelman town (pt.),Arizona,0,3,3,3,3,3,3,3,3,3,3,3,3
157,04,021,99990,00000,00000,1,F,Balance of Pinal County,Arizona,187517,187196,188651,187745,189736,191466,196085,201543,208777,216071,224215,233034,244125
050,04,023,00000,00000,00000,0,A,Santa Cruz County,Arizona,47420,47417,47402,47640,47330,46902,46596,46493,46412,46578,46446,46728,46808
157,04,023,49640,00000,00000,1,A,Nogales city,Arizona,20837,20838,20805,20856,20789,20576,20381,20287,20195,20239,20162,20202,20107
157,04,023,53490,00000,00000,1,A,Patagonia town,Arizona,913,913,913,916,909,902,897,891,886,887,880,878,881
157,04,023,99990,00000,00000,1,F,Balance of Santa Cruz County,Arizona,25670,25666,25684,25868,25632,25424,25318,25315,25331,25452,25404,25648,25820
050,04,025,00000,00000,00000,0,A,Yavapai County,Arizona,211033,211008,210990,211081,212065,214539,217882,221019,224828,228398,232467,236062,240226
157,04,025,09690,00000,00000,1,A,Camp Verde town,Arizona,10873,10872,10870,10904,10899,10989,11064,11132,11206,11222,11262,11224,11259
157,04,025,12840,00000,00000,1,A,Chino Valley town,Arizona,10817,10827,10821,10809,10822,10897,10990,11067,11226,11731,12041,12462,12819
157,04,025,13890,00000,00000,1,A,Clarkdale town,Arizona,4097,4043,4039,4026,4029,4054,4097,4149,4212,4293,4358,4421,4525
157,04,025,16410,00000,00000,1,A,Cottonwood city,Arizona,11265,11177,11160,11126,11147,11252,11425,11573,11857,11996,12191,12321,12762
157,04,025,19145,00000,00000,1,A,Dewey-Humboldt town,Arizona,3894,3890,3891,3881,3894,3920,3954,3976,4032,4065,4111,4157,4240
157,04,025,36290,00000,00000,1,A,Jerome town,Arizona,444,446,446,444,445,447,451,453,456,456,458,457,459
157,04,025,54050,00000,00000,1,A,Peoria city (pt.),Arizona,7,5,5,3,2,2,1,0,0,0,0,0,0
157,04,025,57380,00000,00000,1,A,Prescott city,Arizona,39843,39662,39660,39676,39778,40143,40664,41337,42209,42628,43306,44110,44837
157,04,025,57450,00000,00000,1,A,Prescott Valley town,Arizona,38822,38858,38822,38768,39107,39892,40921,41974,42984,44502,45833,46769,47901
157,04,025,65350,00000,00000,1,A,Sedona city (pt.),Arizona,7189,7164,7168,7156,7175,7237,7333,7383,7464,7478,7497,7531,7542
157,04,025,82740,00000,00000,1,A,Wickenburg town (pt.),Arizona,0,78,78,78,78,78,79,89,199,371,683,899,1042
157,04,025,99990,00000,00000,1,F,Balance of Yavapai County,Arizona,83782,83986,84030,84210,84689,85628,86903,87886,88983,89656,90727,91711,92840
050,04,027,00000,00000,00000,0,A,Yuma County,Arizona,195751,195750,197148,202881,202520,202447,204064,205187,207162,209244,211245,214182,217824
157,04,027,63470,00000,00000,1,A,San Luis city,Arizona,25505,27922,28428,30407,30285,30580,31160,31706,32254,32695,33379,34838,36242
157,04,027,68080,00000,00000,1,A,Somerton city,Arizona,14287,14214,14331,14577,14698,14961,15253,15490,15781,16180,16344,16506,16716
157,04,027,81480,00000,00000,1,A,Wellton town,Arizona,2882,2923,2931,2981,2990,2998,3004,2991,3019,3060,3067,3090,3163
157,04,027,85540,00000,00000,1,A,Yuma city,Arizona,93064,90672,91303,94233,93689,92978,93590,94119,95182,96248,97440,98436,99811
157,04,027,99990,00000,00000,1,F,Balance of Yuma County,Arizona,60013,60019,60155,60683,60858,60930,61057,60881,60926,61061,61015,61312,61892
